brianpid,season,position,age,team,unitid,college,franname,wt,ht,birthdate,drafted_team,draft_round,draft_pkoverall,nfldraftyear,suppdraft,undrafted,nfldraft,birthday,transfercollege,drafted_fran,major_award,all_american,combineonly,combinepart,race,divfbs,bcsschool,birthcity,birthstate,captain,g,gs,av,law,lgeaction,tmaction,alcohol,drugs,driving,harm_othr,domestic,weapon,othr_crm,chrg_drop,guilty,acquit,probn,jail,susp_s,fine,other_punish,plea,divprog,team_suspend,team_boot,team_fine,nfl_suspend,nfl_boot,nfl_fine,nfl_counsel,intincident,finalsusp,indefinite,finalfinegame,finalfineextra,cutfromteam,otherdocking,lgepunished,teampunished,directtolge,directtoteam,directtoplayer,directtofans,directtoref,directtocoach,directtomedia,directtosociety,perscond,subabuse,pedpolicy,cdtt,cdtl,fieldfight,fieldhit,fieldnonv,fieldunsport,uniformequp,leaguerules,undisclosed,contract,fieldmis,oncond,playerappealed,appealsuccess,yrs,nflexp,probowl,apcomepoy,apdefpoy,apdefroy,apmvp,apoffpoy,apoffroy,bertbell,pfwacomepoy,pfwamvp,sbmvp,wpmoy,seasontotalaward,cpi_urban,deflator,real_basesal,real_signbonus,real_totbon,real_totsal,real_capvalue,fips,winpct,fbplay,sbchamp,msa_pop,real_msainc,oid,owner,owner_fnd,single,partner,corp,sportent,govt,lgecontrol,familyowned,gen2,gen3,winpctlag1
NeblAn00,2010,lcb,22,Carolina Panthers,216339,Temple,Carolina Panthers,297,6-0,6/7/1988,,,,2010,0,1,0,07jun1988,,,,,,,2,1,0,Rahway,NJ,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,16740,.125,0,0,1763969,76325715968,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.5
NeceRy20,2002,LB,23,Tampa Bay Buccaneers,110662,UCLA,Tampa Bay Buccaneers,224,6-3,2/24/1979,,,,2002,0,1,0,24feb1979,,,,,,,2,1,1,San Bernardino,CA,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,179.89999,.73392624,0,0,0,0,0,45300,.75,1,1,2487445,102335135744,GlazMa0,Malcolm Glazer,1995,1,0,0,0,0,0,0,0,0,.56300002
NeigCo00,2015,RB,,,159391,LSU,Tennessee Titans,,,12/13/1991,,,,2015,,,,,,,,,,,1,1,1,Huntsville,AL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,328871.59,171.67511,0,328526.19,329043.28,34980,.18799999,0,0,1830345,95848570880,StruAm0,Amy Adams Strunk,2014,1,0,0,0,0,0,0,1,0,.125
NeilCh00,2011,DT,24,Washington Redskins,238032,West Virginia,Washington Redskins,313,6-2,12/1/1987,Washington Redskins,7,253,2011,0,0,1,01dec1987,,Washington Redskins,0,0,0,1,1,1,1,Cliffside Park,NJ,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,12504.511,0,371130.59,421148.63,47900,.31299999,0,0,5703948,368867508224,SnydDa0,Dan Snyder,1999,1,0,0,0,0,0,0,0,0,.375
NeilDa20,2000,P,24,Atlanta Falcons,180489,Montana,Atlanta Falcons,215,6-1,9/30/1976,,,,2000,0,1,0,30sep1976,,,,,,,1,0,0,Great Falls,MT,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,172.2,.70251304,0,0,0,0,0,12060,.25,0,0,4277944,205764968448,SmitTa0,Taylor Smith,1990,1,0,0,0,0,0,0,1,0,.31299999
NeilDa21,1997,OL,24,Denver Broncos,228778,Texas,Denver Broncos,285,6-2,10/21/1973,Denver Broncos,3,67,1997,0,0,1,21oct1973,,Denver Broncos,0,2,0,,1,1,1,Houston,TX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,19740,.75,1,1,2012227,93742170112,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.81300002
NelmCo00,2011,S,,,135726,Miami,San Francisco 49ers,,,2/27/1988,,,,2011,,,0,,,,,,,,2,1,1,Neptune,NJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,105593.64,0,0,105593.64,105593.64,41860,.81300002,1,0,4391037,293774852096,YorkJe0,Jed York,2009,1,0,0,0,0,0,0,1,0,.375
NelsBr20,2003,c,24,Carolina Panthers,153658,Iowa,Carolina Panthers,301,6-5,5/12/1979,Carolina Panthers,2,50,2003,0,0,1,12may1979,,Carolina Panthers,0,1,0,1,1,1,1,Emmetsburg,IA,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,16740,.68800002,1,0,1436003,66025582592,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.43799999
NelsCo00,2014,ILB,22,Denver Broncos,207500,Oklahoma,Denver Broncos,231,6-0,4/22/1992,Denver Broncos,7,242,2014,0,0,1,22apr1992,,Denver Broncos,0,0,0,0,2,1,1,Dallas,TX,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,12580.293,0,397133.44,447454.59,19740,.75,1,0,2755856,156759244800,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.81300002
NelsDa01,2010,wr,24,Buffalo Bills,134130,Florida,Buffalo Bills,217,6-5,11/7/1986,,,,2010,0,1,0,07nov1986,,,,,,,2,1,1,Dallas,TX,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,15380,.25,0,0,1135293,48979279872,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.375
NelsDe01,2017,C,,,186380,Rutgers,Baltimore Ravens,,,5/3/1994,,,,2017,,,,,,,,,,,2,1,1,Capitol Heights,MD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,7200,0,0,7200,7200,12580,.56300002,0,0,,,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.5
NelsJJ00,2015,wr,23,Arizona Cardinals,100663,UAB,Arizona Cardinals,156,5-10,4/24/1992,Arizona Cardinals,5,159,2015,0,0,1,24apr1992,,Arizona Cardinals,,,0,1,2,0,0,Midfield,AL,0,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,54243.129,0,287142.13,504114.66,38060,.81300002,1,0,4574531,193075642368,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.68800002
NelsJe00,2012,S,23,New Orleans Saints,106397,Arkansas,New Orleans Saints,216,5-10,9/19/1989,,,,2012,0,1,0,19sep1989,,,,,,,2,1,1,Kenner,LA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,416373.25,0,0,416373.25,73478.133,35380,.43799999,0,0,1228059,58260271104,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.81300002
NelsJi20,1998,LB,,,214777,Penn State,Green Bay Packers,,,4/16/1975,,,,1998,,,0,,,,,,,,1,1,1,Riverside,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,24580,.68800002,0,0,276931,11160778752,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.81300002
NelsJo00,2008,wr,23,Green Bay Packers,155399,Kansas State,Green Bay Packers,215,6-3,5/31/1985,Green Bay Packers,2,36,2008,0,0,1,31may1985,,Green Bay Packers,0,1,0,1,1,1,1,Manhattan,KS,0,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,215.30299,.87835753,0,0,0,0,0,24580,.375,0,0,302468,13002821632,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.81300002
NelsJo01,2011,ss,23,Carolina Panthers,207500,Oklahoma,Carolina Panthers,198,5-11,5/6/1988,St. Louis Rams,7,229,2011,0,0,1,06may1988,,Los Angeles Rams,0,0,0,0,2,1,1,Lancaster,CA,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,422018.22,13374.105,0,435392.34,435392.34,16740,.375,0,0,1795472,78699053056,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.125
NelsRe20,1999,OL,23,San Diego Chargers,159717,McNeese St.,Los Angeles Chargers,321,6-3,6/23/1976,San Diego Chargers,5,141,1999,0,0,1,23jun1976,,Los Angeles Chargers,0,0,0,,2,0,0,Alexandria,LA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,41740,.5,0,0,2789593,127899377664,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.31299999
NelsRe99,2007,FS,24,Jacksonville Jaguars,134130,Florida,Jacksonville Jaguars,198,6-0,9/21/1983,Jacksonville Jaguars,1,21,2007,0,0,1,21sep1983,,Jacksonville Jaguars,0,1,0,1,2,1,1,Melbourne,FL,0,16,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,27260,.68800002,1,0,1306788,61966389248,WeavWa0,Wayne Weaver,1993,1,0,0,0,0,0,0,0,0,.5
NelsRh20,2003,S,23,Minnesota Vikings,126818,Colorado State,Minnesota Vikings,200,6-0,2/16/1980,,,,2003,0,1,0,16feb1980,,,,,,,2,1,0,Minneapolis,MN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,33460,.56199998,0,0,3077530,162125955072,McCoRe0,Red McCombs,1998,1,0,0,0,0,0,0,0,0,.375
NelsRo00,2014,CB,24,Cleveland Browns II,104151,Arizona State,Cleveland Browns,175,5-10,2/16/1990,,,,2014,0,1,0,16feb1990,1,,,,,,2,1,1,Lakeland,FL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,0,0,434874.31,434874.31,17460,.43799999,0,0,2064079,98939641856,HaslJi1,Jimmy Haslam III,2012,1,0,0,0,0,0,0,0,0,.25
NelsSh00,2009,TE,24,Buffalo Bills,176372,Southern Mississippi,Buffalo Bills,238,6-4,10/5/1985,Buffalo Bills,4,121,2009,0,0,1,05oct1985,,Buffalo Bills,0,0,0,1,2,1,0,Baton Rouge,LA,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,214.537,.87523258,0,0,0,0,0,15380,.375,0,0,1135377,47777165312,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.43799999
NelsSt01,2015,CB,22,Kansas City Chiefs,209542,Oregon State,Kansas City Chiefs,199,5-10,1/22/1993,Kansas City Chiefs,3,98,2015,0,0,1,22jan1993,,Kansas City Chiefs,,,0,1,2,1,1,Warner Robins,GA,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17363,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,150461.86,0,-1514.0504,600333.38,28140,.68800002,1,0,2087471,103745839104,HuntCl0,Clark Hunt,2006,1,0,0,0,0,0,0,1,0,.56300002
NelsTo00,2009,fs,23,Cincinnati Bengals,145813,Illinois State,Cincinnati Bengals,200,5-11,12/4/1986,,,,2009,0,1,0,04dec1986,,,,,,,1,0,0,Hoffman Estates,IL,0,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,214.537,.87523258,0,0,0,0,0,17140,.625,1,0,2123378,92995772416,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.28099999
NembSt01,2016,T,,,126614,Colorado,Baltimore Ravens,,,12/7/1991,,,,2016,,,0,,,,,,1,1,2,1,1,Douala ,Cameroon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,459586.59,4254.7505,0,451075.06,463841.34,12580,.5,0,0,2798886,163408576512,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.31299999
NesbJa20,1999,OL,23,Carolina Panthers,218663,South Carolina,Carolina Panthers,329,6-4,12/17/1976,,,,1999,0,1,0,17dec1976,,,,,,,2,1,1,Heidelberg,Germany,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,16740,.5,0,0,1304479,60023083008,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.25
NettAl00,2012,RT,,,147767,Northwestern,San Francisco 49ers,,,7/21/1989,,,,2012,,,,,,,,,,,1,1,1,Rohnert Park,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,106121.8,0,0,106121.8,106121.8,41860,.71899998,1,0,4462425,332023791616,york-yu-100,Jed York & Gideon Yu,2009,0,1,0,0,0,0,0,1,0,.81300002
NeufRy00,1999,TE,24,Dallas Cowboys,110662,UCLA,Dallas Cowboys,250,6-4,11/22/1975,,,,1999,0,1,0,22nov1975,,,,,,,1,1,1,Morgan Hill,CA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,19100,.5,1,0,5059956,233809707008,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.625
NeutAl00,2014,WR,,,196088,Buffalo,Cincinnati Bengals,,,3/2/1991,,,,2014,,,,,,,,,,,1,1,0,Grand Island,NY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,1380.2083,0,1380.2083,1380.2083,17140,.65600002,1,0,2148450,102165135360,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.68800002
NeviDr00,2011,DE,22,Indianapolis Colts,159391,Louisiana State,Indianapolis Colts,291,6-1,5/8/1989,Indianapolis Colts,3,87,2011,0,0,1,08may1989,,Indianapolis Colts,0,1,0,1,2,1,1,Thibodaux,LA,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,149594.27,0,558238.38,558238.38,26900,.125,0,0,1778568,78634950656,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.625
NewbJe00,1998,OL,,San Francisco 49ers,110635,California,San Francisco 49ers,,,3/23/1976,San Francisco 49ers,2,58,1998,,,1,,,,0,0,0,,1,1,1,Antioch,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,41860,.75,1,0,4045185,244686438400,DeBaEd0,Edward DeBartolo Jr.,1977,1,0,0,0,0,0,0,0,0,.81300002
NewbTe00,2017,RB,,,181464,Nebraska,Minnesota Vikings,,,7/25/1995,,,,2017,,,,,,,,,,,2,1,1,Los Angeles,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,0,833,0,833,833,33460,.81300002,1,0,,,WilfZy0,Zygi Wilf,2005,1,0,0,0,0,0,0,0,0,.5
NewkRo20,1999,DT,22,New Orleans Saints,171100,Michigan State,New Orleans Saints,290,6-3,3/6/1977,,,,1999,0,1,0,06mar1977,,,,,,,2,1,1,Belle Glade,FL,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,35380,.18799999,0,0,1317149,49685016576,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.375
NewmKe20,1999,LB,22,Buffalo Bills,199120,North Carolina,Buffalo Bills,248,6-2,1/19/1977,Buffalo Bills,4,119,1999,0,0,1,19jan1977,,Buffalo Bills,0,0,0,,2,1,1,Tampa,FL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,15380,.68800002,1,0,1173102,44441833472,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.625
NewmTe20,2003,LCB,25,Dallas Cowboys,155399,Kansas State,Dallas Cowboys,188,5-11,9/4/1978,Dallas Cowboys,1,5,2003,0,0,1,04sep1978,,Dallas Cowboys,1,1,0,1,2,1,1,Salina,KS,0,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,19100,.625,1,0,5529247,254509268992,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.31200001
NewsDo00,2017,ILB,,,178396,Missouri,San Francisco 49ers,,,10/13/1993,,,,2017,,,,,,,,,,,2,1,1,St. Louis,MO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,348000,1666,0,344666,349666,41860,.375,0,0,,,YorkJe0,Jed York,2009,1,0,0,0,0,0,0,1,0,.125
NewsJo00,2014,lb,23,Indianapolis Colts,150136,Ball State,Indianapolis Colts,247,6-3,1/22/1991,Indianapolis Colts,5,166,2014,0,0,1,22jan1991,,Indianapolis Colts,0,0,0,1,2,1,0,Cleveland,OH,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22050,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,46103.926,0,296562.53,480978.25,26900,.68800002,1,0,1971861,95010168832,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.68800002
NewsRi20,2001,S,24,New Orleans Saints,171100,Michigan State,New Orleans Saints,202,5-11,12/6/1977,,,,2001,0,1,0,06dec1977,,,,,1,1,2,1,1,Lima,OH,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,35380,.43799999,0,0,1323237,52610994176,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.625
NewsTo21,2002,LB,23,Kansas City Chiefs,230728,Utah State,Kansas City Chiefs,247,6-1,9/11/1979,,,,2002,0,1,0,11sep1979,,,,,,,2,1,0,Las Vegas,NV,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,179.89999,.73392624,0,0,0,0,0,28140,.5,0,0,1883996,86492389376,HuntLa0,Lamar Hunt,1960,1,0,0,0,0,0,0,0,0,.375
NewtCa00,2011,QB,22,Carolina Panthers,100858,Auburn,Carolina Panthers,260,6-6,5/11/1989,Carolina Panthers,1,1,2011,0,0,1,11may1989,,Carolina Panthers,4,1,0,1,2,1,1,Atlanta,GA,0,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,224.939,.91766888,408644.13,3955278.5,0,-19637652,4363922.5,16740,.375,0,0,1795472,78699053056,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.125
